Station,Earthquake_code,maxa,maxv,maxd,nStory,height,year,strutype,Magnitude,Epicentral Distance (km),Vs30 (m/sec),Peak Ground Acceleration (PGA),Peak Ground Velocity (PGV),Peak Ground Displacement (PGD),Vmax/Amax,Acceleration Root Mean Square(ARMS),Velocity Root Mean Square(VRMS),Displacement Root Mean Square(DRMS),Cumulative Absolute Velocity (CAV),Cumulative Absolute Displacement (CAD),Cumulative Absolute Energy (CAI),Significant Duration,Bracketed Duration,Peak Spectral Acceleration (SPA),Peak Spectral Velocity (SPV),Characteristic Intensity (Ic),Acceleration Spectrum Intensity (ASI),Velocity Spectrum Intensity (VSI),Predominant Period (Tp),Arias Intensity
CE36534,ci38457511,0.065216,0.0186005,0.00986907,1,4.2672,1950,URM,7.1,140.6,270,0.0651068,0.018719602,0.01493479,0.287521463,0.019680598,0.005011498,0.005940625,0.90129674,0.22568763,0.281785808,43.41,0,0.335606308,0.055611722,0.021563654,0.066250349,0.059483056,0.49,0.003783182
CE36534,nc71827401,0.352993,0.0156472,0.00207229,1,4.2672,1950,URM,4.5,8.5,270,0.262137,0.014149569,0.002067678,0.053977762,0.02676248,0.001889282,0.00023583,0.743315926,0.059204338,0.007455629,14.475,4.685,1.073274401,0.04265109,0.035025111,0.235596091,0.058543769,0.15,0.007339789
CE36534,nc71863625,0.140281,0.0170435,0.00252995,1,4.2672,1950,URM,5.3,59.5,270,0.129905,0.017003874,0.002552245,0.130894685,0.027194022,0.003518543,0.000686922,0.996934263,0.1282538,0.025877154,24.44,9.83,0.450980262,0.066282629,0.034736479,0.116375046,0.085038171,0.73,0.007104753
CE36534,nc73671951,0.264961,0.0047059,0.000216762,1,4.2672,1950,URM,3.3,0.8,270,0.145078,0.00357207,0.000176554,0.024621722,0.011776766,0.000423792,2.87E-05,0.25840643,0.011085787,0.001039969,7.93,0.725,0.637308507,0.011773165,0.010144003,0.089905004,0.012634879,0.1,0.001399083
CE36535,ci37528064,0.244382,0.00607304,0.000241138,1,3.048,1969,C2,4.9,84.7,357,0.0636722,0.002662999,0.000243798,0.041823568,0.006083933,0.000329986,5.21E-05,0.173824359,0.011475226,0.001794187,17.54,0,0.30785933,0.008251685,0.003551164,0.059024732,0.008965792,0.16,0.0003319
CE36535,nc40238431,0.280608,0.00599103,0.000332707,1,3.048,1969,C2,4.4,51.8,357,0.0533275,0.002391858,0.000284093,0.044852236,0.004821169,0.000308258,5.36E-05,0.148937141,0.011103762,0.002165899,21.625,0,0.22035473,0.005346094,0.002614529,0.035253822,0.00846766,0.09,0.000227031
CE36535,nc51182151,0.297737,0.00792525,0.00023423,1,3.048,1969,C2,4,23,357,0.090238,0.002296527,0.000142968,0.025449661,0.005397989,0.000198659,2.28E-05,0.119766425,0.006036126,0.000942297,9.295,0,0.327431412,0.009677688,0.003097511,0.049540208,0.007017441,0.18,0.000284606
CE36535,nc71379106,0.2453,0.00519551,0.000163525,1,3.048,1969,C2,4,33.5,357,0.0423539,0.001066408,7.87E-05,0.025178496,0.002910491,0.000128684,1.41E-05,0.074488938,0.003854743,0.000531057,12.865,0,0.16914559,0.002938234,0.001175015,0.021607487,0.003720147,0.11,7.60E-05
CE36535,nc71827401,0.174614,0.00436276,0.000283677,1,3.048,1969,C2,4.5,34.5,357,0.0396844,0.00262004,0.000257387,0.066021918,0.004845114,0.000349897,4.86E-05,0.143109492,0.011237618,0.001652371,17.685,0,0.126760414,0.006526935,0.002546206,0.033918264,0.009273325,0.11,0.000214256
CE36535,nc73922596,0.180083,0.00539815,0.000333079,1,3.048,1969,C2,4.3,32.5,357,0.0612304,0.003396633,0.000242111,0.055472984,0.005356789,0.000293945,3.34E-05,0.152663381,0.009864367,0.001306799,13.59,0,0.205105135,0.008528798,0.003185142,0.054740114,0.01066705,0.24,0.000303252
CE47391,nc71508850,0.571652,0.0229926,0.00229577,1,9.144,1979,C2,4.5,14.5,282,0.397464,0.017831993,0.001895292,0.044864424,0.027443599,0.001760962,0.000239482,0.877803506,0.065816341,0.010324701,12.37,7,1.064185255,0.050079125,0.041915154,0.291910323,0.06225961,0.31,0.010250662
CE47391,nc71627835,0.342962,0.0118793,0.00112749,1,9.144,1979,C2,4.6,35.4,282,0.173098,0.00874316,0.001141612,0.050509883,0.017642604,0.001290758,0.000253286,0.606349536,0.060867333,0.012459107,16.56,1.75,0.969149405,0.029620175,0.020696234,0.156847299,0.03515223,0.19,0.003887504
CE47391,nc71870540,0.277004,0.00836558,0.000353539,1,9.144,1979,C2,3.9,33.7,282,0.147296,0.00559205,0.000275961,0.037964708,0.011107981,0.000503877,4.30E-05,0.285192461,0.015981212,0.001613135,13.13,0.225,0.543746817,0.017990403,0.009218251,0.108294463,0.018482581,0.21,0.001224934
CE47391,nc72350151,0.24474,0.00931204,0.000514659,1,9.144,1979,C2,3.6,12.5,282,0.152482,0.006499613,0.00040375,0.042625442,0.010107478,0.000431777,3.43E-05,0.207278716,0.010534095,0.001136862,7.255,1.29,0.464910578,0.017150969,0.007936502,0.11257061,0.020939531,0.13,0.000997853
CE47391,nc72350156,1.4237,0.0753471,0.00500817,1,9.144,1979,C2,4.2,12.9,282,0.845388,0.053541888,0.003987076,0.0633341,0.048602662,0.003010584,0.000300027,1.266387252,0.096163726,0.012421271,8.95,9.39,2.637338948,0.123796607,0.100515127,0.74698471,0.170876749,0.29,0.033285391
CE47391,nc72360741,0.444183,0.0249065,0.00181072,1,9.144,1979,C2,3.9,11.7,282,0.340381,0.018996326,0.001506306,0.055809009,0.019314296,0.001142056,0.000104125,0.411468195,0.029069176,0.003237363,7.45,4.43,1.005923527,0.047476764,0.022933997,0.283634625,0.062179726,0.28,0.004360452
CE47391,nc72554936,0.307524,0.00602237,0.000141938,1,9.144,1979,C2,3.5,12.5,282,0.0889878,0.002170265,9.19E-05,0.02438834,0.007497738,0.000221295,2.04E-05,0.143252019,0.005367362,0.000877117,5.9,0,0.420566159,0.007960669,0.004901543,0.050632459,0.006910747,0.12,0.000513081
CE47391,nc72662816,0.145696,0.00550935,0.000419432,1,9.144,1979,C2,3.8,18.8,282,0.093102,0.004126339,0.000344129,0.044320631,0.007194228,0.000465367,6.25E-05,0.233846116,0.018010057,0.002585865,18.18,0,0.276684473,0.012662214,0.005141685,0.073918427,0.015174143,0.18,0.000588407
CE47391,nc72663506,0.20975,0.00719321,0.000689834,1,9.144,1979,C2,4.2,18.5,282,0.12673,0.004461634,0.000686135,0.035205823,0.009620161,0.000690956,0.000121425,0.521722072,0.045033121,0.009394835,48.39,0.04,0.46081614,0.017911445,0.009896231,0.102469705,0.021885445,0.18,0.001630077
CE47391,nc72782971,0.316975,0.00826094,0.000537669,1,9.144,1979,C2,4,19.4,282,0.136334,0.005170659,0.000436275,0.037926408,0.013526884,0.000615157,5.80E-05,0.352104771,0.019229122,0.002282364,8.48,3.25,0.55801345,0.019051776,0.012877574,0.124614029,0.0201282,0.18,0.001963004
CE47391,nc72923380,0.443113,0.0206524,0.00143367,1,9.144,1979,C2,4.6,28,282,0.254095,0.015086434,0.00134482,0.059373203,0.024844219,0.001929298,0.000253728,0.926364231,0.084370744,0.012176202,15.52,11.58,0.934567377,0.05302762,0.036525625,0.244781997,0.060100281,0.21,0.008598463
CE47391,nc73093981,0.365712,0.0104973,0.000386569,1,9.144,1979,C2,3.8,11.5,282,0.173974,0.005544457,0.000313491,0.031869458,0.014414036,0.000579804,4.52E-05,0.357784572,0.017534339,0.001784896,9.36,1.73,0.5959844,0.021176719,0.014374838,0.123083649,0.018335725,0.08,0.002295468
CE47391,nc73105276,0.302112,0.00831929,0.000363008,1,9.144,1979,C2,4.1,20.2,282,0.1278,0.00525422,0.000327917,0.041112835,0.009783366,0.0005162,6.07E-05,0.294606536,0.01952041,0.00270298,13.72,0.36,0.589756725,0.016391861,0.008267875,0.098104765,0.01667609,0.17,0.001118795
CE47391,nc73322626,0.0462545,0.00248983,0.000170084,1,9.144,1979,C2,3.9,39,282,0.0315436,0.001927584,0.000145898,0.061108566,0.003815578,0.000223179,2.26E-05,0.112386991,0.007123452,0.000831799,14.495,0,0.146755318,0.005321272,0.001840795,0.031685389,0.006362868,0.2,0.000142201
CE47391,nc73395891,0.167272,0.00353978,0.000116677,1,9.144,1979,C2,3.1,10.3,282,0.0677463,0.002095815,8.07E-05,0.030936226,0.00446606,0.000126677,2.37E-05,0.087528653,0.00301983,0.001244463,6.255,0,0.236769741,0.006785426,0.00235008,0.039866304,0.00639836,0.08,0.000198012
CE47391,nc73512355,0.241996,0.01018,0.000514292,1,9.144,1979,C2,4.2,19,282,0.124486,0.007180383,0.00039292,0.057680247,0.01246389,0.000703296,8.62E-05,0.368263825,0.026051215,0.003813485,11.72,0.19,0.50616598,0.021146846,0.011724912,0.121534699,0.023273632,0.18,0.001766105
CE47391,nc73584926,0.0444736,0.00524944,0.0018443,1,9.144,1979,C2,6,248.8,282,0.0367285,0.005288654,0.0027308,0.143993189,0.006757998,0.00140429,0.000860744,0.319124595,0.065467315,0.044165054,31.34,0,0.128254001,0.022722653,0.00468119,0.033967087,0.029669395,0.36,0.000519213
CE54301,nc72737010,1.27443,0.0329812,0.00134442,1,10.9728,1973,S2,4,3.4,347,0.567009,0.010902839,0.000591839,0.019228687,0.036354053,0.000907047,3.80E-05,0.50880386,0.013847118,0.000842822,2.505,3.235,2.668249906,0.059719171,0.05324211,0.301026952,0.037586556,0.14,0.012485575
CE54301,nc73367270,0.294744,0.0102063,0.000517756,1,10.9728,1973,S2,5.2,49.9,347,0.0668093,0.002884912,0.000402029,0.043181295,0.007500685,0.000393218,8.02E-05,0.224534609,0.013773395,0.003204798,14.83,0,0.216896187,0.011539943,0.005277441,0.053468768,0.011641614,0.14,0.000594561
CE54388,ci39493944,0.107953,0.0103911,0.00203896,2,7.9248,1976,S2,5.8,154.4,522,0.0733963,0.007495997,0.001873117,0.10213045,0.012084638,0.001715622,0.00045142,0.523532482,0.071642066,0.018442753,32.68,0,0.227599781,0.027850246,0.010792509,0.056531834,0.041564213,0.36,0.001543342
CE54388,nc72592670,0.389331,0.0204736,0.00219681,2,7.9248,1976,S2,4.8,48.1,522,0.282287,0.010906289,0.001817426,0.038635462,0.027097539,0.001501839,0.000251566,0.782245076,0.048078569,0.009683852,15.45,8.3,1.395980596,0.02602804,0.034551777,0.173221677,0.044857477,0.1,0.007054428
CE54388,nc72592705,0.430945,0.0259646,0.00166902,2,7.9248,1976,S2,4.3,18.6,522,0.160859,0.008252321,0.000645076,0.051301579,0.019469387,0.000918382,8.24E-05,0.567161318,0.028212167,0.002612769,15.72,3.205,0.552665356,0.026843868,0.021042825,0.145920629,0.028521331,0.09,0.003641721
CE54388,nc73166830,0.14279,0.00754662,0.000437023,2,7.9248,1976,S2,3.9,12.6,522,0.0703306,0.002719394,0.000241005,0.038665874,0.006885977,0.000317081,3.62E-05,0.202848283,0.009878344,0.001647361,11.74,0,0.308677105,0.009420909,0.004571286,0.055437603,0.009467264,0.09,0.000485917
CE54388,nc73174010,0.419155,0.0163072,0.000744659,2,7.9248,1976,S2,3.8,6.1,522,0.28835,0.008940289,0.000444696,0.03100499,0.014790655,0.000470769,4.52E-05,0.3984879,0.014469114,0.00251609,11.09,2.95,0.946496179,0.018010585,0.015368891,0.133665951,0.026849448,0.1,0.002557105
CE54388,nc73378105,0.62868,0.0315334,0.00146515,2,7.9248,1976,S2,3.7,5.5,522,0.368824,0.015317667,0.000857613,0.0415311,0.016184395,0.000684006,8.04E-05,0.338121023,0.014026803,0.004137292,7.18,0.29,0.805336553,0.032599513,0.016853189,0.227048145,0.047018882,0.21,0.002810079
CE54388,nc73674211,0.169284,0.00776312,0.00084312,2,7.9248,1976,S2,4.8,44,522,0.0705363,0.005731125,0.001036817,0.081250714,0.011232047,0.001066771,0.000286027,0.480283084,0.046354364,0.01566243,30.55,0,0.241171511,0.018252272,0.010100773,0.067842921,0.026237951,0.14,0.001454458
CE54388,nn00750312,0.1154,0.00574312,0.000302744,2,7.9248,1976,S2,4.9,101.6,522,0.0386673,0.002395386,0.000187572,0.061948634,0.003897104,0.000248885,2.78E-05,0.130664287,0.007845585,0.001016852,18.82,0,0.128252976,0.006270964,0.001900107,0.034136492,0.007822718,0.27,0.000148342
CE54388,nn402688,0.135553,0.00697982,0.000567766,2,7.9248,1976,S2,5.1,90.8,522,0.0616469,0.003859949,0.000425172,0.062613832,0.008878724,0.000700272,0.000105697,0.31882131,0.02545697,0.004132205,22.905,0,0.195338687,0.013516742,0.006426164,0.052535834,0.016165673,0.44,0.000744739
CE54545,ci39493944,0.129178,0.00902633,0.00209606,1,4.8768,1983,W2,5.8,197,522,0.0784837,0.009095469,0.002074512,0.115889909,0.01268785,0.001699255,0.000382311,0.492852851,0.063124374,0.014402688,28.84,0,0.21102975,0.025783733,0.011253248,0.055397768,0.044828219,0.64,0.001598154
CE54545,nc71625245,0.0839587,0.00426806,0.00033516,1,4.8768,1983,W2,4.2,13.6,522,0.0519481,0.003193252,0.000303389,0.061470041,0.004130545,0.000264289,3.30E-05,0.101035895,0.007088884,0.00105675,14.42,0,0.165118545,0.007885053,0.001950778,0.043857244,0.010786613,0.29,0.000147523
CE54545,nc73002966,0.078262,0.00209838,8.46E-05,1,4.8768,1983,W2,3.6,16.6,522,0.0826939,0.00143782,6.20E-05,0.017387256,0.003667668,9.99E-05,7.38E-06,0.072410081,0.002702257,0.000228816,7.44,0,0.30420261,0.003934067,0.001734802,0.019659938,0.004191778,0.08,0.00013139
CE54545,nc73166680,0.0954354,0.0034028,0.000147891,1,4.8768,1983,W2,3.3,11.1,522,0.0548766,0.002153076,0.000114967,0.039234862,0.003113984,0.000119827,7.58E-06,0.061970557,0.00263296,0.000238873,7.76,0,0.173979679,0.006870069,0.001357186,0.036716991,0.006749751,0.22,9.47E-05
CE54545,nc73166830,0.565282,0.0230091,0.00104783,1,4.8768,1983,W2,3.9,11.1,522,0.34921,0.011948333,0.000783585,0.034215323,0.015387464,0.000578948,4.14E-05,0.2520774,0.011779697,0.001293471,4.425,0.755,0.921828353,0.030068314,0.015270054,0.20341821,0.037436195,0.18,0.002426414
CE54545,nc73174010,0.347825,0.0126263,0.000667288,1,4.8768,1983,W2,3.8,6.5,522,0.264391,0.006634029,0.000493586,0.025091735,0.012904279,0.000445967,3.41E-05,0.294896678,0.012278622,0.001239465,9.75,0.71,0.627214074,0.018025306,0.011998805,0.119543796,0.020268743,0.08,0.001786459
CE54545,nc73364330,0.19004,0.00721503,0.000416149,1,4.8768,1983,W2,4.1,16.2,522,0.107363,0.00574274,0.000348349,0.053489002,0.006421412,0.000342278,3.15E-05,0.156914943,0.008829403,0.001180183,12.405,0.02,0.289885554,0.014382657,0.004051741,0.081874965,0.017781653,0.26,0.000409358
CE54545,nc73378105,0.312942,0.0107197,0.000388661,1,4.8768,1983,W2,3.7,6.8,522,0.175269,0.004596586,0.000170223,0.02622589,0.010842285,0.000391753,2.65E-05,0.262938516,0.01141698,0.001052084,10.2,0.33,0.515181581,0.014763628,0.00917177,0.09432665,0.013459866,0.16,0.001242328
CE54545,nc73570951,0.0928934,0.00222368,7.43E-05,1,4.8768,1983,W2,3.2,9.8,522,0.0821784,0.0016394,8.95E-05,0.019949275,0.003392732,9.45E-05,4.29E-05,0.0655368,0.002375297,0.002272622,7.46,0,0.283514474,0.00543231,0.001543438,0.024760524,0.004554673,0.12,0.000112429
CE54545,nc73571146,0.13237,0.00325978,0.000109571,1,4.8768,1983,W2,3.4,9.9,522,0.114713,0.002439413,7.51E-05,0.021265357,0.00502072,0.000129809,7.75E-06,0.091816126,0.003174639,0.000308446,6.41,0.02,0.425032848,0.008009533,0.002823705,0.036397726,0.006757577,0.12,0.000254287
CE54545,nc73674211,0.223475,0.0122807,0.0015572,1,4.8768,1983,W2,4.8,45.5,522,0.160151,0.010292357,0.001384953,0.06426658,0.01335812,0.001360319,0.000257316,0.438976075,0.0488294,0.009716653,19.26,0.1,0.35868998,0.0270518,0.012637332,0.115785279,0.039456201,0.4,0.001914328
CE54545,nc73712486,0.560763,0.0182711,0.000735331,1,4.8768,1983,W2,3.9,41.1,522,0.292445,0.012128731,0.000554107,0.041473546,0.013082613,0.000493223,3.18E-05,0.25733836,0.010761599,0.001026577,6.89,0.29,0.795657261,0.025642441,0.012248395,0.176884292,0.034909737,0.15,0.001836178
CE54545,nc73754191,0.211548,0.00716695,0.000297248,1,4.8768,1983,W2,3.4,12.6,522,0.123331,0.004056451,0.000195255,0.032890768,0.005265665,0.00017371,1.80E-05,0.081267623,0.003066673,0.000841771,4.105,0.07,0.347268825,0.00889491,0.002984315,0.062216526,0.012030885,0.07,0.000270824
CE54545,nc74001951,0.355661,0.0114381,0.000406209,1,4.8768,1983,W2,3.6,12.6,522,0.149187,0.005977723,0.000263856,0.04006866,0.007285503,0.000276293,1.74E-05,0.137120608,0.006395204,0.000563873,5.87,0.14,0.490792214,0.0141369,0.005013558,0.095488321,0.017656416,0.17,0.000552438
CE54545,nc74033731,0.15424,0.00406738,0.000132441,1,4.8768,1983,W2,3.1,8.4,522,0.0708149,0.002072193,8.11E-05,0.029262105,0.003811687,0.000100682,8.68E-06,0.070644278,0.002022588,0.000415496,5.485,0,0.187210888,0.005101113,0.00183798,0.032852822,0.005930185,0.16,0.000141911
CE57474,nc72282711,0.427911,0.0426007,0.00996171,3,14.6304,1982,S2,6,88.4,370,0.116241,0.023892262,0.008396654,0.205540743,0.021828861,0.005124289,0.00258742,1.340581012,0.33752425,0.168087737,47.04,10.85,0.518303553,0.081878838,0.031788353,0.092974905,0.108857299,0.61,0.007412349
CE57474,nc72948801,0.118523,0.00815079,0.000614057,3,14.6304,1982,S2,4.4,2.3,370,0.0572577,0.003375664,0.000373729,0.058955626,0.006196383,0.000494591,8.33E-05,0.186219272,0.017100234,0.003754395,16.01,0,0.223702971,0.012555874,0.003926706,0.05566766,0.014281737,0.26,0.000398446
CE57474,nc72974766,0.139368,0.0083217,0.000584505,3,14.6304,1982,S2,3.5,8,370,0.0603071,0.002546334,0.000204045,0.04222279,0.00465229,0.000340079,4.45E-05,0.148563062,0.012763171,0.001846904,25.02,0,0.1731495,0.008035436,0.002521163,0.048151084,0.009761444,0.26,0.000218769
CE57474,nc73291880,0.166458,0.0103102,0.00140435,3,14.6304,1982,S2,4.5,25.1,370,0.0863373,0.006663603,0.000793785,0.077181045,0.010087252,0.000886403,0.000158083,0.323903559,0.033860333,0.006619126,17.19,0,0.386288748,0.017793578,0.008461796,0.085148497,0.026809672,0.26,0.001136588
CE57474,nc73654060,0.549608,0.0313462,0.00225805,3,14.6304,1982,S2,3.9,25.3,370,0.342498,0.014600595,0.000937978,0.042629724,0.021348999,0.001063361,9.09E-05,0.369274968,0.023666532,0.002743078,3.95,2.09,1.335249558,0.051431745,0.025412781,0.270574992,0.048653396,0.24,0.004843706
CE57502,nc71336726,0.500885,0.0204986,0.00171264,2,9.4488,1984,C2,4.1,17.4,239,0.417084,0.017789532,0.001548044,0.042652156,0.021502655,0.001289034,0.000159596,0.422459838,0.030804731,0.00518574,6.765,3.385,0.898347723,0.035269314,0.025421128,0.236406188,0.052305613,0.17,0.004812252
CE57502,nc71506865,0.143835,0.00646818,0.000410325,2,9.4488,1984,C2,4.1,30.8,239,0.106287,0.005036514,0.000443251,0.047385987,0.0108665,0.000595364,8.26E-05,0.258381948,0.016344727,0.003609982,8.785,0.03,0.504146619,0.021452416,0.008774253,0.10670313,0.020380988,0.26,0.00113444
CE57502,nc72282711,0.124225,0.0116904,0.00432169,2,9.4488,1984,C2,6,55,239,0.112865,0.011439808,0.004366501,0.101358333,0.018213575,0.003589199,0.001399961,0.824405765,0.169527924,0.066646826,34.12,0.06,0.439480783,0.06470685,0.020711996,0.096532665,0.077650664,0.38,0.003771374
CE57502,nc72944701,0.0563613,0.00221368,0.000170514,2,9.4488,1984,C2,3.9,26.2,239,0.0439745,0.001774108,0.000161956,0.040344013,0.004140761,0.000216041,2.60E-05,0.104924257,0.006659745,0.0008977,12.675,0,0.187789113,0.005796854,0.002114904,0.038337522,0.006667927,0.18,0.000172962
CE57502,nc72948801,0.112983,0.00423688,0.000306402,2,9.4488,1984,C2,4.4,15.7,239,0.0673511,0.003426222,0.000269242,0.050871068,0.007987362,0.000387804,5.21E-05,0.237158641,0.01348716,0.002031209,11.12,0,0.323663234,0.011366646,0.005972472,0.06451821,0.011801374,0.23,0.000715082
CE57502,nc73000196,0.103551,0.00507753,0.000414209,2,9.4488,1984,C2,3.8,21.7,239,0.0890275,0.003989749,0.000360461,0.044814797,0.007069368,0.000381812,3.34E-05,0.152446922,0.009551721,0.00099401,7.07,0,0.312599079,0.015664026,0.004828841,0.081055616,0.015337706,0.24,0.000528148
CE57502,nc73447140,0.054548,0.00233226,0.000200776,2,9.4488,1984,C2,3.5,9.2,239,0.0539379,0.002215101,0.000178172,0.041067622,0.003753638,0.00022075,1.96E-05,0.080022832,0.005030147,0.000541743,6.815,0,0.167387125,0.007979467,0.001810817,0.040525083,0.0074435,0.17,0.000139877
CE57502,nc73512355,0.0447842,0.00209854,0.000109569,2,9.4488,1984,C2,4.2,62.4,239,0.0363095,0.001456989,8.51E-05,0.04012694,0.003792011,0.000198736,2.40E-05,0.110562679,0.007065245,0.001023283,13.91,0,0.133603623,0.00671624,0.001853424,0.031711914,0.0051802,0.32,0.000145054
CE57502,nc73799091,0.154357,0.00611083,0.000946348,2,9.4488,1984,C2,5.1,37.9,239,0.109903,0.005329715,0.000864957,0.048494719,0.010800456,0.000995146,0.000220314,0.425170799,0.045053613,0.011062512,26.63,0.03,0.315189441,0.017716684,0.009849371,0.089118996,0.025484983,0.27,0.001438221
CE57502,nc74006136,0.0630693,0.00228901,0.000105645,2,9.4488,1984,C2,3.2,4.7,239,0.043723,0.001653487,7.97E-05,0.037817329,0.003159681,0.000107915,7.87E-06,0.062419954,0.002605317,0.000234475,5.825,0,0.195494078,0.004618068,0.001398494,0.02611223,0.004473672,0.15,9.91E-05
CE57502,nc75014922,0.0618289,0.00249703,0.000156734,2,9.4488,1984,C2,3.4,11.2,239,0.0509498,0.001927893,0.000132096,0.037839068,0.003653671,0.000158397,1.29E-05,0.079350712,0.003900801,0.000386736,7.35,0,0.173094139,0.006298133,0.001766787,0.037001043,0.007190639,0.15,0.000136801
CE58224,nc40194055,0.230384,0.0158306,0.00122858,2,8.5344,1964,C2,4.2,18.2,306,0.141162,0.006175879,0.000574628,0.043750297,0.006993935,0.000446682,5.87E-05,0.15342238,0.011587077,0.001646432,10.8,0.03,0.293581889,0.012799581,0.004492711,0.079727827,0.017879673,0.1,0.000462111
CE58224,nc40199209,1.03739,0.0672589,0.00438675,2,8.5344,1964,C2,4.2,14.8,306,0.244703,0.013661044,0.001257972,0.055827041,0.019502338,0.001151204,0.000150193,0.403527377,0.030519822,0.004964923,6.645,3.435,0.861316883,0.036885166,0.021957693,0.184328496,0.043964841,0.27,0.003958563
CE58224,nc40204628,0.206251,0.0112732,0.00109176,2,8.5344,1964,C2,5.5,21.7,306,0.0759178,0.004435675,0.000703867,0.058427342,0.010178845,0.000931419,0.000174497,0.395856989,0.038571911,0.007366693,27.405,0,0.299411903,0.018414554,0.008279506,0.067511657,0.02466509,0.16,0.001078354
CE58224,nc51177042,0.201635,0.0117057,0.000854547,2,8.5344,1964,C2,3.6,16,306,0.0853493,0.003404213,0.00029774,0.039885658,0.004683603,0.000230187,2.39E-05,0.090439902,0.004715267,0.000567919,6.44,0,0.249760576,0.006795122,0.002419957,0.046041465,0.009437839,0.07,0.00020021
CE58224,nc51207740,0.152085,0.00942573,0.000514971,2,8.5344,1964,C2,4.1,6.2,306,0.0747842,0.003464008,0.000240138,0.046320049,0.005962722,0.000307991,3.42E-05,0.128647992,0.007999718,0.001048057,9.795,0,0.272649145,0.011493114,0.003506556,0.060315919,0.011551982,0.09,0.000330193
CE58224,nc71625060,0.199164,0.00753254,0.000636773,2,8.5344,1964,C2,3.6,12.4,306,0.0648753,0.002013139,0.000145857,0.031030906,0.005151707,0.000197757,1.76E-05,0.103702165,0.004690374,0.000570424,7.635,0,0.238316374,0.005949054,0.00279167,0.043596144,0.00681361,0.14,0.00024223
CE58224,nc71667366,0.627601,0.0341465,0.00281911,2,8.5344,1964,C2,4,16.2,306,0.294521,0.011179947,0.000722659,0.037959762,0.015619317,0.000668684,5.76E-05,0.263077292,0.013699426,0.001666077,4.55,1.045,0.789794101,0.027014465,0.015120587,0.173188536,0.032576896,0.17,0.00234383
CE58224,nc71667591,0.60518,0.0223319,0.00157726,2,8.5344,1964,C2,3.8,7.2,306,0.202329,0.00603694,0.000249318,0.029837247,0.01198752,0.000453734,3.45E-05,0.233538991,0.010634026,0.001170579,6.295,0.295,0.582021681,0.016945087,0.010166457,0.113859089,0.017005761,0.14,0.001380577
CE58224,nc71746766,0.499636,0.0222545,0.00131934,2,8.5344,1964,C2,4,13.3,306,0.231571,0.006647142,0.000625404,0.028704552,0.010911469,0.000483926,4.26E-05,0.2216211,0.011010718,0.001210829,7.795,1.025,0.530844847,0.018351271,0.008828775,0.110879296,0.022946398,0.22,0.001143849
CE58224,nc72282711,0.462404,0.0340935,0.00377994,2,8.5344,1964,C2,6,78.7,306,0.147137,0.013616493,0.00305503,0.092542956,0.019513532,0.00230538,0.000690775,0.814867408,0.106747182,0.034347074,22.95,10,0.532414984,0.041416341,0.02391934,0.13882498,0.065092481,0.22,0.00469476
CE58224,nc72507396,1.10238,0.0685341,0.0059955,2,8.5344,1964,C2,4,4.6,306,0.546869,0.026567006,0.003008461,0.048580201,0.031901122,0.001943489,0.000255225,0.479241695,0.039750295,0.006357159,4.385,2.225,1.602119569,0.062106385,0.044135146,0.408677352,0.096198843,0.2,0.00977719
CE58235,nc40194055,0.0413941,0.00173406,0.0001373,1,10.0584,1971,C2,4.2,28.9,348,0.0259026,0.0011778,0.000125364,0.04547032,0.002524765,0.000146746,3.98E-05,0.06515569,0.004237355,0.001745588,11.595,0,0.10628644,0.003840053,0.000932241,0.02423305,0.004131889,0.18,5.51E-05
CE58235,nc40204628,0.269715,0.0173145,0.0027443,1,10.0584,1971,C2,5.5,77.8,348,0.199935,0.015360752,0.002537233,0.076828729,0.026320857,0.002486264,0.000625407,0.92256948,0.105415664,0.031653116,19.215,10.96,1.008324428,0.054886863,0.036981171,0.214770593,0.071386563,0.24,0.008319786
CE58235,nc40234037,0.0760956,0.00266357,0.000222291,1,10.0584,1971,C2,4.3,47.5,348,0.0306813,0.00199615,0.000229773,0.065060817,0.003991247,0.000297657,6.25E-05,0.10577049,0.009453257,0.002445517,14.27,0,0.157221581,0.005943225,0.001870011,0.032040747,0.007949319,0.16,0.000140291
CE58235,nc71336726,0.0535951,0.00155812,8.98E-05,1,10.0584,1971,C2,4.1,63.6,348,0.0309018,0.000795069,0.000294645,0.025728895,0.002983018,0.000151806,0.000147869,0.086619642,0.004957129,0.006926442,18.015,0,0.082848086,0.003318316,0.001197238,0.019111575,0.003260185,0.26,7.69E-05
CE58235,nc71667591,0.0393917,0.00138062,6.89E-05,1,10.0584,1971,C2,3.8,5.4,348,0.0201637,0.000697064,5.34E-05,0.034570255,0.002360301,0.000104082,1.87E-05,0.055145168,0.002665337,0.000839912,8.575,0,0.074550301,0.003692344,0.000842651,0.019516061,0.002480406,0.19,4.82E-05
CE58235,nc72282711,0.0829794,0.0100976,0.00294351,1,10.0584,1971,C2,6,47.9,348,0.0485091,0.009499016,0.002868898,0.195819256,0.009631606,0.001806362,0.000851051,0.368461334,0.069366216,0.03327597,26.89,0,0.268325867,0.025920535,0.007321898,0.063890691,0.032925577,0.32,0.00089125
